"","Accession","Gene Symbol","Coverage [%]","# Peptides","# PSMs","# AAs","MW [kDa]","Pfam IDs","Entrez Gene ID","Ensembl Gene ID","WT1","WT2","WT3","KD1","KD2","KD3","TM1","TM2","TM3","C11","C12","C13","NT1","NT2","NT3","KD_FC","KD_logP","TM_FC","TM_logP","C1_FC","C1_logP","NT_FC","NT_logP","Rest_FC","Rest_logP","# Protein Pathway Groups","Biological Process","Cellular Component","Molecular Function","Gene ID","Reactome Pathways","WikiPathways","Uniprotlink","ffatscore","ffatscore2"
"1151","O75533","SF3B1",45,57,297,1304,145.7,"Pf08920","23451","ENSG00000115524",2745662.39258312,1503588.22475525,9107014.57140763,13379103.2154385,3898872.82252271,7575351.3473538,13377234.1969532,18574910.0719669,9328515.71875,172367305.707934,111125440.24438,87929185.6544944,2098093.69041708,599199.407040537,481993.903081531,-0.895922370479382,0.455472914015358,-1.62794939297204,1.2266189237486,-4.79747045696541,2.03700591337669,2.07074148111091,0.633990533268888,-3.04432359523714,0.456571108357955,5,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus","nucleic acid binding activity;other molecular function","E9PCH3; hsa:23451; O75533","B-WICH complex positively regulates rRNA expression; mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway","mRNA processing; 10q11.21q11.23 copy number variation syndrome","https://rest.uniprot.org/uniprotkb/O75533.fasta",2.5,2.5
"1152","Q7Z7F0","KHDC4",2,2,7,614,64.8,NA,"22889","ENSG00000132680",5294.90335477279,NA,32114.1665597967,17018.7909186099,NA,2211.75429769293,117307.89941493,121932.8479429,219478.984375,257127.644635902,196550.873103154,241135.271415753,NA,2582.05912862786,NA,0.95998843129683,0.212474636205982,-3.03119046290924,1.25266245663153,-3.63020388274049,2.4461842765696,2.85679415367701,NA,-2.80362876671496,0.746851681090995,0,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes","nucleus;other cell component","nucleic acid binding activity","hsa:22889; O94981; Q7L7Q2; Q7Z7E9; Q7Z7F0; Q8TBQ0",NA,NA,"https://rest.uniprot.org/uniprotkb/Q7Z7F0.fasta",5.5,4
"1153","O95071","UBR5",7,15,26,2799,309.2,"Pf00632, Pf00658, Pf11547","51366","ENSG00000104517",12950.4748618602,8596.91510193606,19609.6126393046,13254.8466370172,68591.5382413541,17960.7037871424,110301.738613969,12888.3651480219,59677.6328125,6504270.39916741,6817025.49659758,5191574.0736148,114974.929906246,NA,4244.38895104231,-1.27800436774733,0.470421422069176,-2.15159074023353,0.7682076106627,-8.81317493497245,3.60933538502698,-2.11937071447193,0.456848650174248,-6.96969003440995,0.468940269613824,1,"cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","B2RP24; hsa:51366; J3KMW7; O94970; O95071; Q9NPL3",NA,"Mesodermal commitment pathway","https://rest.uniprot.org/uniprotkb/O95071.fasta",3.5,3.5
"1154","Q8NEF9","SRFBP1",21,7,9,429,48.6,"Pf09073","153443","ENSG00000151304",NA,126614.505907592,49198.620256317,NA,NA,NA,102922.534973286,138078.77190378,1728479.8671875,76386.3802602602,1344620.37660482,4485654.52653751,NA,NA,NA,NA,NA,-2.90073843495533,0.326161030153388,-4.48526569161773,0.459186201849534,NA,NA,-3.90041201422201,0.427565575032227,0,"RNA metabolism OR transcription;other metabolic processes","nucleus;other cell component",NA,"hsa:153443; Q5QFI2; Q8NEF9; Q96AH4; Q96DK2",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8NEF9.fasta",3,3
"1155","Q6PJG2","MIDEAS",7,4,6,1045,114.9,"Pf01448","91748","ENSG00000156030",NA,3719.5375892208,16780.0548078385,9758.00581661063,240745.159517636,117161.762456204,175957.776937474,489775.20329756,172424.6875,879355.657818133,379782.058071617,584045.400180183,NA,NA,NA,-3.57976193179361,0.546638489064222,-4.76859202800908,0.847708372110933,-5.90549787138999,1.31550244300728,NA,NA,-5.04667481699395,0.861713318213704,0,"other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","hsa:91748; Q6PJG2; Q6PK13; Q6PK59; Q6ZS23",NA,NA,"https://rest.uniprot.org/uniprotkb/Q6PJG2.fasta",5.5,4
"1156","P11166","SLC2A1",5,2,14,492,54,"Pf00083","6513","ENSG00000117394",158156.57195776,131675.449500118,NA,NA,63168.245516884,NA,6515618.72293122,4482268.62791322,7403998.28125,315706.017815636,1406470.29207046,1212267.70642317,366980.054465595,269989.546736003,NA,1.1979455893382,NA,-5.40353029844463,1.89693473016046,-2.75483578191594,0.822399781022597,-1.13600752609658,1.12716432585974,-4.07860716617795,0.510330975589649,36,"cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component","transporter activity;other molecular function","A8K9S6; B2R620; D3DPX0; hsa:6513; O75535; P11166; Q0P512; Q147X2","Cellular hexose transport; Regulation of insulin secretion; Vitamin C (ascorbate) metabolism; Lactose synthesis; Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)","Cori cycle; HIF1A and PPARG regulation of glycolysis; Nuclear receptors meta-pathway; NRF2 pathway; Photodynamic therapy-induced HIF-1 survival signaling; Angiopoietin-like protein 8 regulatory pathway; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; Clear cell renal cell carcinoma pathways; Hereditary leiomyomatosis and renal cell carcinoma pathway; Type 2 papillary renal cell carcinoma; Metabolic reprogramming in colon cancer; Aerobic glycolysis; Insulin signaling; Proximal tubule transport; p53 transcriptional gene network; NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence; Neuroinflammation and glutamatergic signaling; Pleural mesothelioma; Orexin receptor pathway; CCL18 signaling pathway; Glucose metabolism in triple-negative breast cancer cells; Amino acid metabolism in triple-negative breast cancer cells; Warburg effect modulated by deubiquitinating enzymes and their substrates; Chronic hyperglycemia impairment of neuron function; Glycolysis and gluconeogenesis; Macrophage-stimulating protein (MSP) signaling network map; Metabolic Epileptic Disorders; Pancreatic cancer subtypes; 15q25 copy number variation; GLP-1 in pancreatic islet cells; GLP-1 from intestine and pancreas and role in glucose homeostasis","https://rest.uniprot.org/uniprotkb/P11166.fasta",5,4
"1157","Q9NXV6","CDKN2AIP",51,23,76,580,61.1,"Pf11952","55602","ENSG00000168564",17056.5066894082,NA,588431.176686847,306018.389930964,107411.161699781,393436.817933616,1672050.10905062,1784471.96876978,3219563.5703125,16676030.1182489,21185897.3342993,17234623.5908374,249523.165747489,83026.8685576013,NA,0.170730355038045,0.047365130404305,-2.8778704440482,1.18207130973392,-5.92275808684955,2.64514726981864,0.86452619365663,0.1601908903209,-4.23966340210091,0.409299587051347,0,"stress response;other biological processes","nucleus","nucleic acid binding activity;other molecular function","hsa:55602; Q8TBM5; Q9NXV6; Q9NYH0",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9NXV6.fasta",6,4
"1158","Q7LBC6","KDM3B",7,10,46,1761,191.5,"Pf02373","51780","ENSG00000120733",83351.1134507751,NA,261689.602771465,278156.446211248,197728.790685928,364767.696131519,1131203.26979011,2963905.69080043,1781837.07421875,10076865.1187928,8566115.38127417,8509051.16796961,122630.774339855,NA,NA,-0.69978118430287,0.491902050688962,-3.50526562909464,1.08278118569278,-5.71318722581704,3.03967454826562,0.492445545364459,NA,-4.30036782255243,0.52274291693066,2,"cell organization and biogenesis;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","A6H8X7; hsa:51780; Q7LBC6; Q9BVH6; Q9BW93; Q9BZ52; Q9NYF4; Q9UPS0","HDMs demethylate histones","Thermogenesis","https://rest.uniprot.org/uniprotkb/Q7LBC6.fasta",3.2,3.2
"1159","O75400","PRPF40A",12,11,19,957,108.7,"Pf00397, Pf01846","55660","ENSG00000196504",10697.0939883678,6343.82392107737,407730.41249034,123147.78462946,10944.9825923669,85232.0561527571,459307.959173493,1242084.08917719,831744.078125,9264709.31376511,3118891.57736968,8649223.12566997,NA,NA,NA,0.953617289149271,0.191358726381211,-2.57616630614294,1.2574514511636,-5.62981236348126,1.6066957779424,NA,NA,-4.22227660320947,0.545858501664933,2,"cell cycle OR cell proliferation;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus",NA,"hsa:55660; O43856; O75400; O75404; Q8TBQ1; Q9H782; Q9NWU9; Q9P0Q2; Q9Y5A8","mRNA Splicing - Major Pathway","mRNA processing","https://rest.uniprot.org/uniprotkb/O75400.fasta",4,4
"1160","P47897","QARS1",2,2,4,775,87.7,"Pf00749, Pf03950, Pf04557, Pf04558, Pf20974","5859","ENSG00000172053",163750.790244875,NA,NA,NA,NA,NA,NA,NA,145274.140625,893449.269144394,984634.376556305,994854.403906115,NA,NA,NA,NA,NA,0.172723948601083,NA,-2.54799060895288,NA,NA,NA,-2.20412046154973,NA,3,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","cytosol;mitochondrion;other cell component","enzyme regulator activity;other molecular function","B4DWJ2; hsa:5859; P47897","Selenoamino acid metabolism; Cytosolic tRNA aminoacylation; Mitochondrial tRNA aminoacylation",NA,"https://rest.uniprot.org/uniprotkb/P47897.fasta",4,4
"1161","Q9Y4K1","CRYBG1",2,3,3,1723,188.6,"Pf00030, Pf00652","202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258858.746527168,NA,97844.4553293999,NA,NA,1840302.6346145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"other molecular function","B4DU04; hsa:202; O00296; Q5VWJ2; Q9Y4K1",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9Y4K1.fasta",2.7,2.7
"1162","Q14814","MEF2D",6,3,8,521,55.9,"Pf00319, Pf12347","4209","ENSG00000116604; ENSG00000291761",NA,NA,NA,NA,NA,NA,111348.171781964,106227.868972532,484759.0625,1514786.27029689,1411128.11013053,2158205.70222981,74132.6161761342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","D3DVC0; hsa:4209; Q14814; Q14815; Q5T9U5; Q5T9U6","NGF-stimulated transcription; Heme signaling; Circadian Clock; Transcriptional activation of mitochondrial biogenesis; Myogenesis","Energy metabolism; SRF and miRs in smooth muscle differentiation and proliferation; Cell differentiation - expanded index; Cell differentiation - index; B cell receptor signaling pathway; Adipogenesis; p38 MAPK signaling pathway; Epithelial to mesenchymal transition in colorectal cancer; EGF/EGFR signaling pathway; Gastrin signaling pathway; Modulators of TCR signaling and T cell activation; Pleural mesothelioma; Calcium mediated T-cell apoptosis involved in inclusion body myositis","https://rest.uniprot.org/uniprotkb/Q14814.fasta",4.5,4
"1163","Q9H3P2","NELFA",9,3,5,528,57.2,NA,"7469","ENSG00000185049",NA,NA,NA,NA,NA,NA,NA,366701.212132814,604053.75,1249120.08344421,1178177.97644371,1236824.9784204,NA,615345.682108578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"other biological processes","cytosol;nucleus","other molecular function","A2A2T1; hsa:7469; O95392; Q9H3P2","Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; Formation of the Early Elongation Complex; Formation of HIV elongation complex in the absence of HIV Tat; Formation of the HIV-1 Early Elongation Complex; Formation of HIV-1 elongation complex containing HIV-1 Tat; Pausing and recovery of Tat-mediated HIV elongation; Abortive elongation of HIV-1 transcript in the absence of Tat; Tat-mediated HIV elongation arrest and recovery; HIV elongation arrest and recovery; Pausing and recovery of HIV elongation; TP53 Regulates Transcription of DNA Repair Genes","Initiation of transcription and translation elongation at the HIV-1 LTR; 4p16.3 copy number variation","https://rest.uniprot.org/uniprotkb/Q9H3P2.fasta",4,4
"1164","Q99569","PKP4",13,12,20,1192,131.8,"Pf00514","8502","ENSG00000144283",96699.1585567155,NA,NA,141947.326884711,203047.950646812,75552.3290589987,5588572.16953978,5187549.71336947,3278007.12890625,464334.745012074,117856.869176075,51598.8329285532,NA,NA,NA,-0.535731383119263,NA,-5.59831249518045,NA,-1.1274681729407,NA,NA,NA,-4.11771323658713,NA,5,"cell adhesion;cell-cell signaling;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytoskeleton;nucleus;other cell component","other molecular function","hsa:8502; Q86W91; Q99569","Formation of the cornified envelope; RND2 GTPase cycle; RND1 GTPase cycle; RND3 GTPase cycle",NA,"https://rest.uniprot.org/uniprotkb/Q99569.fasta",3.5,3.5
"1165","P62258","YWHAE",18,4,4,255,29.2,"Pf00244","7531","ENSG00000108953; ENSG00000274474",NA,NA,NA,NA,NA,NA,NA,NA,250346.65625,NA,125008.158065041,NA,NA,NA,1649288.77985327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"stress response;developmental processes;signal transduction;other biological processes","other membranes;cytosol;mitochondrion;nucleus;other cell component","other molecular function","B3KY71; D3DTH5; hsa:7531; P29360; P42655; P62258; Q4VJB6; Q53XZ5; Q63631; Q7M4R4","Regulation of HSF1-mediated heat shock response; RAB GEFs exchange GTP for GDP on RABs; Translocation of SLC2A4 (GLUT4) to the plasma membrane; Recruitment of NuMA to mitotic centrosomes; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Anchoring of the basal body to the plasma membrane; AURKA Activation by TPX2; TP53 Regulates Metabolic Genes; Signaling by Hippo; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; RHO GTPases activate PKNs; SARS-CoV-1 targets host intracellular signalling and regulatory pathways; SARS-CoV-2 targets host intracellular signalling and regulatory pathways; Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models; HSF1 activation; NADE modulates death signalling; Activation of BAD and translocation to mitochondria","Cell cycle; Myometrial relaxation and contraction pathways; VEGFA-VEGFR2 signaling; Calcium regulation in cardiac cells; 17p13.3 (YWHAE) copy number variation; Sudden infant death syndrome (SIDS) susceptibility pathways","https://rest.uniprot.org/uniprotkb/P62258.fasta",3,3
"1166","Q15811","ITSN1",1,2,4,1721,195.3,"Pf00018, Pf00168, Pf00621, Pf07653, Pf12763, Pf14604, Pf16617, Pf16652","6453","ENSG00000205726",NA,NA,204088.312520003,461578.806465379,213213.545050655,286995.013695145,359702.020481094,437818.557405395,259363.52734375,790931.519545366,838467.842705419,525112.633114286,NA,NA,NA,-0.651561907009705,NA,-0.787589211669666,NA,-1.81513315868136,NA,NA,NA,-1.18395787445149,NA,8,"transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","A7Y322; A8CTX8; A8CTY3; A8CTY7; A8D7D0; A8DCP3; B4DTM2; E7ERJ1; E9PE44; E9PG01; E9PHV2; hsa:6453; O95216; Q0PW94; Q0PW95; Q0PW97; Q14BD3; Q15811; Q1ED40; Q20BK3; Q9UET5; Q9UK60; Q9UNK1; Q9UNK2; Q9UQ92","EPHB-mediated forward signaling; CDC42 GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOQ GTPase cycle; RHOG GTPase cycle; Cargo recognition for clathrin-mediated endocytosis",NA,"https://rest.uniprot.org/uniprotkb/Q15811.fasta",4.5,4
"1167","O14964","HGS",4,3,5,777,86.1,"Pf00790, Pf01363, Pf12210","9146","ENSG00000185359",NA,NA,63406.9994336924,1429469.67633289,133280.912147496,828739.209300705,1864712.01076937,1493416.05771581,1515587.171875,259049.240765178,469708.260044239,NA,NA,NA,76767.8515345833,-3.65216121899675,NA,-4.67927354253987,NA,-2.52272481557716,NA,-0.275860165859619,NA,-3.8219883229647,NA,16,"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;signal transduction;other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component","other molecular function","hsa:9146; O14964; Q9NR36","Ub-specific processing proteases; Endosomal Sorting Complex Required For Transport (ESCRT); Lysosome Vesicle Biogenesis; RHOU GTPase cycle; Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation; Negative regulation of MET activity; InlB-mediated entry of Listeria monocytogenes into host cell; Inhibition of membrane repair; Prevention of phagosomal-lysosomal fusion; RHOBTB3 ATPase cycle","TGF-beta signaling pathway; VEGFA-VEGFR2 signaling; Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells; EGF/EGFR signaling pathway","https://rest.uniprot.org/uniprotkb/O14964.fasta",4,4
"1168","Q96AQ6","PBXIP1",6,4,5,731,80.6,NA,"57326","ENSG00000163346",NA,NA,94220.4984668167,NA,91410.6133693689,76020.3344516885,1441359.42018857,443009.232567531,1535760,246325.140197515,183645.594968055,81585.4397274966,NA,NA,NA,0.170546650319644,NA,-3.59690331960584,NA,-0.85581730324225,NA,NA,NA,-2.4431279633161,NA,1,"cell adhesion;cell organization and biogenesis;other metabolic processes;stress response;developmental processes;other biological processes","other membranes;cytosol;cytoskeleton;nucleus;other cell component","other molecular function","hsa:57326; Q5T174; Q5T176; Q96AQ6; Q9H8X6; Q9HA02; Q9HD85",NA,"VEGFA-VEGFR2 signaling","https://rest.uniprot.org/uniprotkb/Q96AQ6.fasta",2.5,2.5
"1169","P20585","MSH3",3,3,9,1137,127.3,"Pf00488, Pf01624, Pf05188, Pf05192","4437","ENSG00000113318",NA,NA,56311.9357113151,NA,NA,NA,NA,139749.071242064,112760.34375,1306350.25179595,284063.611444566,937780.709732158,NA,NA,NA,NA,NA,-1.16482453156888,NA,-3.9035604443408,NA,NA,NA,-3.30393752560565,NA,5,"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes","nucleus","nucleic acid binding activity;other molecular function","A1L480; A1L482; A6NMM6; hsa:4437; P20585; Q6PJT5; Q86UQ6; Q92867","Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta); Defective Mismatch Repair Associated With MSH3; Defective Mismatch Repair Associated With MSH2","Chromosomal and microsatellite instability in colorectal cancer ; DNA repair pathways, full network","https://rest.uniprot.org/uniprotkb/P20585.fasta",3.5,3.5
"1170","Q5SY16","NOL9",7,3,6,702,79.3,"Pf16575","79707","ENSG00000162408",102830.367591084,NA,NA,111633.433405204,NA,NA,310473.443685243,205041.77824321,511064.28125,1437686.39650241,499047.170774155,1539411.09164535,50590.9287687937,76085.6901172035,NA,-0.118502788280318,NA,-1.73454457475283,NA,-3.4941873346512,NA,0.699116114171122,NA,-2.35693851765134,NA,1,"RNA metabolism OR transcription;other metabolic processes","cytoskeleton;nucleus","nucleic acid binding activity;kinase activity;other molecular function","hsa:79707; Q2NL84; Q4VBY3; Q5SY16; Q6P472; Q7L4D6; Q96EE0; Q9H5L4","Major pathway of rRNA processing in the nucleolus and cytosol",NA,"https://rest.uniprot.org/uniprotkb/Q5SY16.fasta",3.5,3.5
"1171","Q92733","PRCC",10,3,7,491,52.4,"Pf10253","5546","ENSG00000143294",NA,NA,134791.79002665,NA,NA,NA,110719.851653257,224229.708241171,296035.59375,1019863.08780455,897526.2908719,1760490.47964965,58358.914715185,NA,NA,NA,NA,-0.641910933206121,NA,-3.18510732086634,NA,1.2077076675116,NA,-2.21055705241033,NA,4,"cell cycle OR cell proliferation;other biological processes","nucleus",NA,"A8K1F7; hsa:5546; O00665; O00724; Q5SZ06; Q92733","mRNA Splicing - Major Pathway","MET in type 1 papillary renal cell carcinoma; Type 2 papillary renal cell carcinoma; IL-18 signaling pathway","https://rest.uniprot.org/uniprotkb/Q92733.fasta",3.5,3.5
"1172","P46100",NA,1,2,5,2492,282.4,NA,NA,NA,NA,NA,NA,NA,54257.4403597103,69277.9704321347,NA,NA,NA,539283.349384296,337385.931722593,487034.706591599,NA,86496.8441376187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"https://rest.uniprot.org/uniprotkb/P46100.fasta",2.5,2.5
"1173","Q9ULJ3","ZBTB21",4,2,4,1066,118.8,"Pf00096, Pf00651, Pf18450","49854","ENSG00000173276",NA,NA,NA,NA,NA,NA,NA,NA,181267.34375,666149.224887439,620894.835229576,459369.952180188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"other biological processes","cytosol;nucleus","nucleic acid binding activity;other molecular function","hsa:49854; Q5R2W1; Q5R2W2; Q6P4R0; Q9ULJ3",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9ULJ3.fasta",3.5,3.5
"1174","Q9Y446","PKP3",7,3,3,797,87,"Pf00514","11187","ENSG00000184363",NA,NA,NA,NA,NA,NA,204063.838733783,197335.770974413,NA,205920.566773744,105534.995804951,178411.162871624,NA,NA,159645.996395913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"cell adhesion;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;nucleus;other cell component","other molecular function","F8J390; hsa:11187; Q53EX8; Q9Y446","Formation of the cornified envelope",NA,"https://rest.uniprot.org/uniprotkb/Q9Y446.fasta",4.5,4
"1175","Q92547","TOPBP1",4,6,7,1522,170.6,"Pf00533","11073","ENSG00000163781",NA,NA,NA,NA,NA,NA,NA,NA,NA,1853725.67977501,2091540.63911767,826351.04330496,NA,40748.0877765253,384200.857468455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","B7Z7W8; hsa:11073; Q7LGC1; Q92547; Q9UEB9","Regulation of TP53 Activity through Phosphorylation; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51","ATR signaling","https://rest.uniprot.org/uniprotkb/Q92547.fasta",3,3
"1176","Q9NRL3","STRN4",8,4,6,753,80.5,"Pf00400, Pf08232","29888","ENSG00000090372",NA,NA,NA,NA,NA,NA,NA,NA,NA,1685294.52483646,1025202.08230796,923490.744774768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"other membranes;other cell component","other molecular function","A0A024R0V2; B4DQH7; F8VYA6; hsa:29888; Q8NE53; Q9NRL3",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9NRL3.fasta",3.5,3.5
"1177","Q7Z589","EMSY",3,4,10,1322,141.4,"Pf03735","56946","ENSG00000158636",NA,NA,NA,NA,NA,NA,NA,NA,NA,2169533.01176392,2027463.59213745,713048.018231403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes","nucleus","other molecular function","B7ZKT8; B7ZKU0; B7ZKU2; hsa:56946; Q17RM7; Q4G109; Q7Z589; Q8NBU6; Q8TE50; Q9H8I9; Q9NRH0",NA,"Mesodermal commitment pathway","https://rest.uniprot.org/uniprotkb/Q7Z589.fasta",4,4
"1178","Q9UFC0","LRWD1",6,3,4,647,70.8,"Pf00400, Pf00560","222229","ENSG00000161036",NA,NA,NA,NA,NA,NA,NA,NA,31493.404296875,426367.705903659,606193.501361546,542820.870832658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"cell organization and biogenesis;DNA metabolism;other metabolic processes;other biological processes","cytoskeleton;nucleus;other cell component","nucleic acid binding activity;other molecular function","A8K4K2; B2R9G2; hsa:222229; Q8N0T9; Q8WV43; Q96GJ2; Q9UFC0",NA,"Male infertility","https://rest.uniprot.org/uniprotkb/Q9UFC0.fasta",4,4
"1179","Q96Q45","TMEM237",5,2,4,408,45.5,"Pf15383","65062","ENSG00000155755",NA,NA,78856.8909686206,225442.043463464,328017.989777533,188284.511360962,2615157.71268709,1259389.44356648,3098044.09375,204709.037999488,449713.462419494,169855.965904842,608048.155727481,2131880.10189588,1267774.72816707,-1.6486511736338,NA,-4.88135176740523,NA,-1.80086056864885,NA,-4.08243245070237,NA,-3.72884890069877,NA,2,"cell organization and biogenesis;other biological processes","other cell component",NA,"B4E1R8; B4E2R8; E9PAR8; E9PBF8; E9PG24; E9PGX0; hsa:65062; Q53TS9; Q53TT2; Q7Z3B6; Q8IZ18; Q8NBF8; Q96CY1; Q96Q45",NA,"Joubert syndrome; Ciliopathies","https://rest.uniprot.org/uniprotkb/Q96Q45.fasta",4,4
"1180","Q13136","PPFIA1",4,4,9,1202,135.7,"Pf00536, Pf07647","8500","ENSG00000131626; ENSG00000288198",111390.757599055,NA,NA,498490.326488276,222105.526213935,97117.0510714516,1647257.62866939,1743016.30881271,872139.8125,1499954.99662493,1048258.00825879,761464.109135847,NA,NA,NA,-1.29100237278639,NA,-3.67300670241463,NA,-3.30802653817878,NA,NA,NA,-3.06501062755266,NA,7,"cell adhesion;cell organization and biogenesis;signal transduction;other biological processes","cytosol;other cell component",NA,"A6NLE3; hsa:8500; Q13135; Q13136; Q14567; Q8N4I2","Glutamate Neurotransmitter Release Cycle; Serotonin Neurotransmitter Release Cycle; Norepinephrine Neurotransmitter Release Cycle; Dopamine Neurotransmitter Release Cycle; Acetylcholine Neurotransmitter Release Cycle; Receptor-type tyrosine-protein phosphatases","Cell lineage map for neuronal differentiation","https://rest.uniprot.org/uniprotkb/Q13136.fasta",4,4
"1181","Q14241",NA,4,2,3,798,89.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232745.15625,607632.204835396,519779.180804213,392534.365920109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"https://rest.uniprot.org/uniprotkb/Q14241.fasta",3.5,3.5
"1182","Q9H0G5","NSRP1",10,5,9,558,66.4,"Pf09745, Pf20427","84081","ENSG00000126653",NA,NA,NA,158271.346653825,86847.4481494522,NA,NA,115579.186024279,196835.09375,939990.974459548,940483.515615596,2047619.15847198,397410.628544642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity","hsa:84081; Q6FI71; Q9H0G5","mRNA Splicing - Major Pathway",NA,"https://rest.uniprot.org/uniprotkb/Q9H0G5.fasta",3,3
"1183","Q08945","SSRP1",8,5,9,709,81,"Pf00505, Pf03531, Pf08512, Pf17292, Pf21092, Pf21103","6749","ENSG00000149136",NA,NA,579330.709560712,64194.8132414784,NA,460280.190763102,1445661.75923376,1695448.03929957,2327641.234375,2312912.93846141,284064.770881879,2182449.98086653,NA,NA,NA,1.14351312548307,NA,-1.65378983607933,NA,-1.45941632562794,NA,NA,NA,-1.21684273340176,NA,12,"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes","nucleus","nucleic acid binding activity;other molecular function","hsa:6749; Q08945; Q5BJG8","Regulation of TP53 Activity through Phosphorylation; TP53 Regulates Transcription of DNA Repair Genes; Formation of RNA Pol II elongation complex ; Formation of HIV elongation complex in the absence of HIV Tat; Formation of HIV-1 elongation complex containing HIV-1 Tat; Pausing and recovery of Tat-mediated HIV elongation; Tat-mediated HIV elongation arrest and recovery; HIV elongation arrest and recovery; Pausing and recovery of HIV elongation; RNA Polymerase II Pre-transcription Events",NA,"https://rest.uniprot.org/uniprotkb/Q08945.fasta",3,3
